id,lama hukuman (bulan)
doc_13460,156
doc_18757,54
doc_7251,51
doc_677,6
doc_7539,240
doc_23469,7
doc_9871,22
doc_783,7
doc_11124,120
doc_10063,90
doc_184,72
doc_3167,48
doc_4062,3
doc_2298,60
doc_16526,18
doc_9271,20
doc_10376,72
doc_2837,82
doc_16215,10
doc_21044,60
doc_21048,52
doc_13382,3
doc_1956,4
doc_15781,48
doc_21899,18
doc_7290,36
doc_21796,24
doc_7121,21
doc_19814,24
doc_534,4
doc_19221,24
doc_22168,96
doc_13677,168
doc_22398,156
doc_13260,60
doc_2743,8
doc_6142,30
doc_3762,9
doc_15757,11
doc_4735,20
doc_7444,66
doc_21752,12
doc_21784,84
doc_10190,14
doc_14547,18
doc_18611,60
doc_8046,6
doc_5761,18
doc_14118,7
doc_8523,84
doc_3993,60
doc_9232,108
doc_17987,84
doc_18386,7
doc_23642,8
doc_1567,54
doc_18623,72
doc_14968,126
doc_4515,30
doc_21965,12
doc_14888,60
doc_11974,12
doc_20780,8
doc_13500,5
doc_1545,48
doc_15918,24
doc_20474,30
doc_12808,9
doc_5668,5
doc_3178,12
doc_1282,66
doc_8285,48
doc_6176,60
doc_2472,16
doc_5588,72
doc_18948,18
doc_6374,48
doc_23335,24
doc_11275,9
doc_6321,90
doc_660,24
doc_13374,2
doc_10030,4
doc_3600,3
doc_22619,72
doc_18026,3
doc_18399,48
doc_4295,7
doc_9251,36
doc_10728,16
doc_15305,78
doc_13625,74
doc_9004,108
doc_22354,10
doc_4040,10
doc_22756,6
doc_3915,12
doc_22269,8
doc_10495,78
doc_11258,7
doc_11294,2
doc_2345,12
doc_3077,3
doc_21095,18
doc_5606,132
doc_11254,16
doc_6324,36
doc_10658,4
doc_19144,74
doc_9358,72
doc_7896,24
doc_21716,16
doc_10228,108
doc_18568,18
doc_11624,24
doc_7529,22
doc_7201,30
doc_20092,18
doc_15669,10
doc_22459,60
doc_15826,60
doc_158,24
doc_14530,96
doc_8381,18
doc_3578,78
doc_6210,84
doc_5857,18
doc_16489,90
doc_11327,20
doc_6115,5
doc_20965,12
doc_8144,78
doc_23454,36
doc_9906,1
doc_4067,4
doc_15457,5
doc_3014,84
doc_15007,12
doc_15497,12
doc_9540,72
doc_11239,18
doc_2570,28
doc_21362,234
doc_12253,30
doc_5631,96
doc_17786,90
doc_22741,4
doc_7246,18
doc_12649,13
doc_17712,24
doc_23408,174
doc_7882,60
doc_19876,30
doc_18686,72
doc_13506,120
doc_7697,84
doc_8866,36
doc_14198,6
doc_9686,3
doc_9039,58
doc_22985,12
doc_2821,18
doc_5835,24
doc_11300,30
doc_17948,120
doc_2792,12
doc_389,78
doc_11012,36
doc_23613,18
doc_18894,10
doc_13258,60
doc_1327,10
doc_6898,20
doc_15662,6
doc_12164,30
doc_5895,18
doc_15002,72
doc_19432,24
doc_1651,48
doc_11052,24
doc_5249,1
doc_10036,42
doc_11567,12
doc_436,8
doc_23356,132
doc_12309,15
doc_7431,108
doc_6542,120
doc_14558,6
doc_6642,22
doc_21506,78
doc_2563,18
doc_20379,12
doc_16116,1
doc_20001,60
doc_20195,11
doc_18433,20
doc_12189,240
doc_7322,12
doc_11644,36
doc_10422,80
doc_8724,30
doc_18673,18
doc_12085,15
doc_21090,64
doc_6114,56
doc_16184,60
doc_15529,78
doc_8384,7
doc_10310,84
doc_16904,6
doc_22936,15
doc_10270,90
doc_5029,10
doc_13199,12
doc_11457,3
doc_20738,8
doc_12797,36
doc_15924,10
doc_5542,20
doc_12161,48
doc_21479,27
doc_18911,6
doc_23230,12
doc_23413,12
doc_14172,7
doc_7328,7
doc_17969,48
doc_2997,66
doc_16562,24
doc_15343,60
doc_23567,5
doc_7982,12
doc_5735,18
doc_23031,48
doc_8510,6
doc_21624,66
doc_10570,48
doc_9699,62
doc_20468,2
doc_11503,8
doc_1353,18
doc_3903,5
doc_20073,60
doc_7062,54
doc_17924,24
doc_5806,18
doc_16639,6
doc_13553,96
doc_4555,60
doc_7811,20
doc_6557,24
doc_13693,12
doc_19842,24
doc_3372,48
doc_21626,180
doc_4368,66
doc_11899,96
doc_17636,2
doc_21864,10
doc_6832,120
doc_7518,72
doc_16416,8
doc_15317,15
doc_15209,60
doc_18085,4
doc_15663,6
doc_12297,24
doc_5762,78
doc_549,24
doc_11336,30
doc_17785,84
doc_14364,48
doc_17787,12
doc_3945,96
doc_18052,60
doc_4309,48
doc_9741,12
doc_5870,108
doc_21572,96
doc_20248,60
doc_9415,42
doc_14153,72
doc_11021,36
doc_449,9
doc_17823,24
doc_10091,5
doc_10353,72
doc_7536,20
doc_20478,48
doc_7366,10
doc_9376,12
doc_1128,24
doc_20894,60
doc_4408,5
doc_1800,9
doc_10927,108
doc_10134,12
doc_2388,84
doc_20735,78
doc_11048,168
doc_5649,18
doc_16772,60
doc_20791,27
doc_6067,84
doc_3513,22
doc_7001,6
doc_21954,12
doc_15443,60
doc_7817,48
doc_21671,60
doc_8132,18
doc_5759,30
doc_4289,72
doc_6696,18
doc_12828,48
doc_22988,78
doc_18703,5
doc_16355,60
doc_7803,12
doc_16637,120
doc_3261,96
doc_11007,2
doc_8274,3
doc_18955,30
doc_14964,15
doc_2841,66
doc_11403,8
doc_2616,18
doc_8370,56
doc_8422,7
doc_3561,60
doc_16248,39
doc_10077,72
doc_4082,30
doc_1512,16
doc_14605,51
doc_5859,12
doc_5282,48
doc_16417,66
doc_18175,72
doc_7216,12
doc_15539,30
doc_22526,54
doc_10992,7
doc_474,26
doc_7022,72
doc_1847,24
doc_17340,16
doc_21904,7
doc_9016,24
doc_8949,36
doc_12734,90
doc_18807,2
doc_5826,60
doc_12839,30
doc_1852,16
doc_7158,60
doc_15446,12
doc_1682,156
doc_1453,30
doc_17769,66
doc_14056,72
doc_13279,24
doc_13644,3
doc_20028,30
doc_9441,15
doc_10192,96
doc_22042,12
doc_300,24
doc_1108,3
doc_851,66
doc_11898,18
doc_13378,14
doc_13413,66
doc_2247,5
doc_10302,66
doc_6384,48
doc_6087,15
doc_14882,4
doc_9545,5
doc_9,18
doc_16099,6
doc_5368,12
doc_10053,96
doc_4041,66
doc_22440,120
doc_7792,60
doc_17231,12
doc_16047,10
doc_22634,32
doc_17403,108
doc_23171,24
doc_12528,18
doc_5102,3
doc_18586,16
doc_3098,8
doc_18838,12
doc_15934,20
doc_11466,14
doc_14185,120
doc_23438,12
doc_21790,120
doc_12566,12
doc_12507,78
doc_3658,60
doc_10792,24
doc_11800,66
doc_16967,24
doc_19589,10
doc_11073,1
doc_13992,108
doc_13417,102
doc_8982,72
doc_13573,42
doc_5974,22
doc_22128,48
doc_18832,24
doc_5633,15
doc_20589,33
doc_17033,18
doc_17164,16
doc_15165,72
doc_5787,1
doc_17087,12
doc_15876,14
doc_21744,96
doc_12466,48
doc_9484,1
doc_12751,14
doc_3088,34
doc_11809,60
doc_2479,8
doc_5432,84
doc_19351,18
doc_20470,48
doc_20831,120
doc_17152,108
doc_9929,26
doc_8456,4
doc_22657,12
doc_16266,138
doc_832,4
doc_10153,72
doc_12692,16
doc_12260,90
doc_6181,108
doc_23476,16
doc_1929,12
doc_1371,6
doc_3091,2
doc_15164,14
doc_14892,90
doc_20010,48
doc_13527,78
doc_13926,23
doc_10445,54
doc_1917,72
doc_19629,84
doc_22519,12
doc_19078,16
doc_10476,60
doc_11273,48
doc_11389,22
doc_8690,8
doc_11217,66
doc_3620,5
doc_7426,18
doc_5988,104
doc_15968,120
doc_8918,1
doc_20328,18
doc_7181,60
doc_1977,18
doc_2310,36
doc_3550,82
doc_1767,16
doc_7151,48
doc_13145,84
doc_4908,4
doc_11176,12
doc_5165,84
doc_17240,120
doc_10873,48
doc_4639,120
doc_18799,66
doc_8238,90
doc_15274,12
doc_1656,72
doc_2862,102
doc_8802,48
doc_23479,96
doc_3323,12
doc_19531,66
doc_5904,3
doc_3862,66
doc_8064,14
doc_4813,4
doc_2127,36
doc_20232,48
doc_19355,12
doc_2089,42
doc_982,72
doc_15551,18
doc_10131,10
doc_12096,84
doc_5268,5
doc_801,1
doc_11698,84
doc_10606,72
doc_12355,18
doc_3291,6
doc_23220,24
doc_22392,2
doc_10319,10
doc_1517,54
doc_8531,12
doc_16358,108
doc_14754,96
doc_14855,18
doc_20555,8
doc_22342,72
doc_15499,72
doc_2433,180
doc_6857,24
doc_9977,65
doc_20161,75
doc_11622,78
doc_14805,30
doc_16615,3
doc_6585,84
doc_3218,96
doc_7667,18
doc_14724,54
doc_22962,72
doc_21688,60
doc_21151,10
doc_797,36
doc_19350,44
doc_20903,6
doc_11805,32
doc_14098,120
doc_21162,24
doc_5310,2
doc_9315,5
doc_12274,66
doc_3102,3
doc_22644,10
doc_8277,18
doc_15149,36
doc_6694,60
doc_27,12
doc_12575,60
doc_13006,24
doc_3100,30
doc_12732,42
doc_16112,24
doc_16975,12
doc_17677,10
doc_5701,22
doc_16675,16
doc_9956,16
doc_10558,3
doc_19442,30
doc_7597,18
doc_16410,60
doc_10399,48
doc_22298,18
doc_20425,15
doc_5119,60
doc_2232,16
doc_20724,4
doc_16136,72
doc_1591,72
doc_20633,12
doc_6473,60
doc_22478,26
doc_11306,18
doc_11419,18
doc_1593,16
doc_8638,7
doc_1083,48
doc_17800,72
doc_3222,18
doc_7853,72
doc_23225,12
doc_22187,12
doc_3547,51
doc_15559,4
doc_6868,60
doc_6513,84
doc_17578,19
doc_2714,6
doc_11500,20
doc_15693,16
doc_16537,16
doc_16887,1
doc_12180,27
doc_1905,15
doc_5726,30
doc_8261,60
doc_17737,96
doc_435,18
doc_4857,18
doc_23181,60
doc_8987,48
doc_2835,58
doc_2204,10
doc_3446,48
doc_9933,102
doc_22146,12
doc_6963,12
doc_18608,82
doc_7507,15
doc_4281,72
doc_3768,32
doc_21176,8
doc_20181,4
doc_19870,144
doc_8754,66
doc_10561,4
doc_10634,18
doc_13317,4
doc_15673,18
doc_9327,48
doc_13167,30
doc_5379,36
doc_13524,72
doc_19313,20
doc_7241,72
doc_14570,108
doc_933,84
doc_8383,48
doc_18666,42
doc_3485,4
doc_18935,4
doc_21484,144
doc_1369,132
doc_7591,120
doc_4205,32
doc_1548,72
doc_10629,9
doc_14259,4
doc_10866,36
doc_22585,21
doc_11324,4
doc_12759,48
doc_7480,2
doc_8546,7
doc_12696,9
doc_13399,5
doc_10819,96
doc_8826,24
doc_1936,96
doc_4900,24
doc_17768,96
doc_3992,66
doc_3448,4
doc_20011,12
doc_1186,18
doc_10263,24
doc_8971,10
doc_3022,4
doc_9369,72
doc_10244,24
doc_14863,6
doc_6212,6
doc_4596,72
doc_14029,16
doc_11467,24
doc_13968,63
doc_19139,66
doc_14236,180
doc_9124,24
doc_9959,12
doc_5143,9
doc_4994,78
doc_13904,42
doc_2292,2
doc_1217,60
doc_11388,72
doc_3604,14
doc_22807,7
doc_11552,1
doc_19186,18
doc_15661,120
doc_1660,22
doc_15985,36
doc_843,8
doc_2978,24
doc_7409,12
doc_20420,10
doc_2092,15
doc_17914,108
doc_6368,42
doc_3064,12
doc_17537,60
doc_9192,22
doc_792,42
doc_23635,72
doc_2634,12
doc_3298,60
doc_7156,14
doc_5522,72
doc_6005,66
doc_12341,48
doc_4101,180
doc_7927,48
doc_16540,12
doc_20527,60
doc_11483,6
doc_10785,18
doc_15,120
doc_4779,20
doc_2793,1
doc_17917,15
doc_19265,10
doc_10211,24
doc_5923,48
doc_14713,2
doc_11729,72
doc_15975,72
doc_14881,8
doc_12849,5
doc_22222,12
doc_99,48
doc_2607,36
doc_12847,12
doc_23320,72
doc_17803,18
doc_7039,108
doc_22989,8
doc_6,6
doc_21911,14
doc_19359,3
doc_5013,36
doc_15371,10
doc_5414,60
doc_8804,18
doc_462,24
doc_14963,10
doc_11260,10
doc_17857,24
doc_18369,1
doc_15784,9
doc_1939,120
doc_21990,18
doc_9118,9
doc_9646,24
doc_4871,8
doc_10521,18
doc_22625,8
doc_7976,12
doc_9711,18
doc_22730,60
doc_20832,132
doc_7705,168
doc_23534,48
doc_11312,66
doc_5070,12
doc_7223,2
doc_11941,78
doc_20700,18
doc_13915,60
doc_23364,60
doc_14147,24
doc_19029,12
doc_5466,120
doc_7512,22
doc_7665,72
doc_10159,18
doc_569,6
doc_12878,18
doc_16461,6
doc_11918,2
doc_9502,48
doc_19080,18
doc_7182,22
doc_18015,54
doc_8047,18
doc_19586,66
doc_19784,120
doc_2334,6
doc_23025,24
doc_9082,3
doc_22547,66
doc_2526,24
doc_19646,9
doc_18299,10
doc_17312,42
doc_6490,24
doc_19131,24
doc_4455,48
doc_10014,78
doc_22973,84
doc_17124,3
doc_21959,5
doc_14820,66
doc_6734,108
doc_19400,9
doc_3893,56
doc_2614,18
doc_9239,96
doc_13448,72
doc_6936,3
doc_1576,12
doc_19865,10
doc_7989,126
doc_13409,9
doc_1584,9
doc_17118,15
doc_1521,48
doc_1618,24
doc_17652,60
doc_22930,78
doc_13714,84
doc_14016,30
doc_7622,9
doc_15106,7
doc_5059,108
doc_10081,24
doc_2319,60
doc_406,4
doc_220,12
doc_4124,108
doc_19733,12
doc_20779,74
doc_19941,66
doc_8757,66
doc_2038,12
doc_7948,60
doc_1023,8
doc_7435,36
doc_13575,186
doc_267,48
doc_17672,72
doc_8862,36
doc_3828,12
doc_23416,48
doc_20457,60
doc_1352,8
doc_12084,24
doc_4666,24
doc_1264,10
doc_16996,5
doc_3585,18
doc_5525,1
doc_7914,60
doc_7473,60
doc_4724,18
doc_15206,18
doc_18044,10
doc_22535,10
doc_4763,36
doc_23236,3
doc_14045,36
doc_14427,60
doc_19515,15
doc_3518,3
doc_17117,78
doc_3834,30
doc_19792,60
doc_14325,66
doc_4709,24
doc_17060,48
doc_3308,24
doc_6292,10
doc_18373,48
doc_5441,24
doc_9261,7
doc_9740,7
doc_12531,27
doc_15504,72
doc_10440,72
doc_8951,16
doc_17556,5
doc_17664,96
doc_23067,120
doc_19923,60
doc_16595,24
doc_5089,22
doc_20655,24
doc_896,12
doc_12139,12
doc_1226,14
doc_17954,48
doc_6409,30
doc_10027,20
doc_4755,24
doc_15478,36
doc_6956,84
doc_6111,96
doc_6762,144
doc_11082,126
doc_10435,5
doc_10467,72
doc_18034,5
doc_4861,5
doc_16160,10
doc_6267,14
doc_11867,60
doc_3797,96
doc_3905,78
doc_22775,30
doc_16487,9
doc_9467,84
doc_19576,7
doc_22654,54
doc_14783,18
doc_20999,60
doc_14525,12
doc_15051,15
doc_7703,6
doc_19290,66
doc_18348,84
doc_16130,54
doc_2789,84
doc_6269,14
doc_1181,33
doc_12954,18
doc_62,9
doc_10167,24
doc_5423,24
doc_10090,5
doc_1460,60
doc_13540,8
doc_5359,48
doc_23526,216
doc_13477,12
doc_13951,72
doc_15218,8
doc_7337,96
doc_453,56
doc_11347,10
doc_18569,39
doc_9779,14
doc_1396,10
doc_23194,27
doc_3890,10
doc_19538,10
doc_597,48
doc_5621,8
doc_17461,108
doc_11741,18
doc_21369,6
doc_5640,22
doc_4850,8
doc_3300,9
doc_18718,14
doc_10905,36
doc_16913,1
doc_3033,24
doc_22838,60
doc_2095,6
doc_22414,12
doc_23481,18
doc_19022,18
doc_3857,156
doc_4460,90
doc_6602,58
doc_13944,36
doc_12959,8
doc_1830,15
doc_10649,6
doc_14883,6
doc_12984,20
doc_5839,4
doc_1485,60
doc_6089,48
doc_6912,18
doc_16105,30
doc_18631,56
doc_12574,24
doc_3648,12
doc_4930,20
doc_16484,120
doc_16955,12
doc_7345,24
doc_3832,36
doc_22191,12
doc_19714,78
doc_16928,22
doc_9617,60
doc_6691,60
doc_7056,48
doc_20792,24
doc_13464,38
doc_8661,42
doc_28,72
doc_9961,18
doc_4148,24
doc_806,84
doc_12779,15
doc_18965,30
doc_17158,3
doc_10088,60
doc_9336,30
doc_14178,42
doc_21471,1
doc_11334,12
doc_10382,12
doc_11584,60
doc_11135,6
doc_986,16
doc_10689,22
doc_19535,40
doc_6584,10
doc_19903,12
doc_926,12
doc_13395,6
doc_1004,18
doc_16953,20
doc_8036,24
doc_9641,24
doc_13539,78
doc_19111,14
doc_13200,24
doc_20025,16
doc_5350,24
doc_12102,1
doc_10507,7
doc_19178,36
doc_17308,20
doc_2799,16
doc_20034,10
doc_22066,72
doc_12320,4
doc_22624,24
doc_5596,48
doc_9640,24
doc_2325,10
doc_8646,8
doc_11501,6
doc_21420,72
doc_5442,72
doc_19780,6
doc_11944,18
doc_18517,24
doc_7183,36
doc_13065,72
doc_5342,48
doc_3731,9
doc_9809,10
doc_11569,18
doc_17732,156
doc_15214,8
doc_22258,16
doc_10437,4
doc_14119,42
doc_8886,60
doc_21314,60
doc_4503,60
doc_3981,19
doc_11153,10
doc_2164,84
doc_10280,70
doc_2897,7
doc_6628,102
doc_14303,22
doc_14470,90
doc_22595,28
doc_17746,18
doc_16021,12
doc_1993,168
doc_20996,114
doc_3196,3
doc_18532,108
doc_8116,48
doc_10712,27
doc_12631,4
doc_465,4
doc_20927,24
doc_4370,66
doc_12305,66
doc_4238,7
doc_9240,90
doc_13352,60
doc_12846,18
doc_16232,11
doc_23468,66
doc_23298,6
doc_13988,3
doc_795,24
doc_22966,72
doc_6887,24
doc_20863,48
doc_18115,23
doc_11855,5
doc_6662,1
doc_22176,18
doc_15077,10
doc_11609,8
doc_20188,30
doc_3043,24
doc_1044,6
doc_11669,48
doc_11492,30
doc_9869,66
doc_23376,5
doc_11380,78
doc_7387,12
doc_12348,8
doc_1845,7
doc_4279,48
doc_3836,8
doc_3461,78
doc_22960,14
doc_17407,20
doc_5026,60
doc_14653,84
doc_9594,24
doc_7332,27
doc_5272,42
doc_276,18
doc_15653,8
doc_2693,54
doc_6323,48
doc_15287,96
doc_15366,18
doc_11238,36
doc_3076,18
doc_18154,24
doc_7900,16
doc_19782,14
doc_19705,156
doc_16804,48
doc_15221,24
doc_8747,9
doc_21601,8
doc_1887,72
doc_8538,180
doc_6830,12
doc_11828,36
doc_9537,15
doc_17640,48
doc_4177,90
doc_2237,30
doc_2854,60
doc_7454,14
doc_17104,30
doc_16814,156
doc_23556,3
doc_9986,108
doc_9024,66
doc_14174,3
doc_18560,12
doc_2454,5
doc_4315,12
doc_22341,30
doc_8077,24
doc_8553,6
doc_17694,54
doc_8482,20
doc_17662,60
doc_21239,18
doc_11224,72
doc_8586,72
doc_21,18
doc_11605,4
doc_13737,8
doc_14861,15
doc_5387,84
doc_22671,8
doc_7724,84
doc_18464,3
doc_17992,18
doc_14108,18
doc_5279,17
doc_17255,9
doc_5134,20
doc_3056,12
doc_864,12
doc_872,12
doc_13883,60
doc_1509,60
doc_11521,36
doc_22475,72
doc_22384,96
doc_11720,84
doc_18760,42
doc_11104,66
doc_4125,24
doc_12784,108
doc_2467,8
doc_4217,54
doc_16700,1
doc_8878,36
doc_7104,9
doc_5376,60
doc_23564,78
doc_5614,10
doc_15058,1
doc_8867,30
doc_1712,48
doc_15835,72
doc_13903,32
doc_913,5
doc_4790,10
doc_12284,10
doc_12905,72
doc_2900,60
doc_4036,48
doc_18844,2
doc_14742,84
doc_10753,108
doc_4258,1
doc_13433,18
doc_20962,10
doc_18548,17
doc_22882,12
doc_1255,2
doc_20900,54
doc_12494,24
doc_11072,78
doc_2123,22
doc_2674,7
doc_15364,24
doc_6119,48
doc_9709,8
doc_19438,60
doc_3612,24
doc_18579,6
doc_19927,72
doc_19315,180
doc_7067,30
doc_338,82
doc_17907,60
doc_7891,24
doc_13171,120
doc_4005,30
doc_19999,36
doc_23599,12
doc_19924,10
doc_8916,12
doc_12089,66
doc_7772,48
doc_7018,60
doc_14775,20
doc_7262,3
doc_19410,1
doc_14360,84
doc_21303,108
doc_1842,54
doc_34,12
doc_14739,114
doc_11357,8
doc_1077,10
doc_8504,4
doc_5400,48
doc_12995,12
doc_18442,48
doc_18871,48
doc_14069,30
doc_5159,72
doc_8272,22
doc_12827,54
doc_21662,84
doc_23548,12
doc_5887,72
doc_13177,36
doc_5271,48
doc_1746,13
doc_17770,8
doc_14171,36
doc_5281,18
doc_10176,1
doc_18622,12
doc_1025,24
doc_4719,18
doc_16446,72
doc_19431,180
doc_3258,34
doc_8633,60
doc_15053,108
doc_18290,48
doc_20998,18
doc_3744,1
doc_7472,78
doc_11098,60
doc_11956,84
doc_22271,4
doc_10419,5
doc_6814,6
doc_11748,60
doc_6822,14
doc_7441,12
doc_23186,10
doc_11518,32
doc_21435,78
doc_16671,12
doc_2358,10
doc_4665,30
doc_17855,87
doc_8377,63
doc_18516,12
doc_5708,46
doc_15240,84
doc_12138,18
doc_7177,7
doc_13241,8
doc_20399,21
doc_2125,30
doc_12805,72
doc_5660,4
doc_16163,4
doc_3977,96
doc_733,63
doc_5197,60
doc_3764,24
doc_80,14
doc_4562,18
doc_2332,4
doc_4507,12
doc_334,18
doc_14877,120
doc_20676,24
doc_22259,18
doc_22940,18
doc_17192,15
doc_9076,9
doc_18281,8
doc_21291,16
doc_21893,63
doc_6835,8
doc_13154,96
doc_18356,30
doc_6178,51
doc_6248,168
doc_18267,60
doc_12931,216
doc_4290,6
doc_15092,60
doc_5401,60
doc_215,7
doc_17171,66
doc_20434,24
doc_4802,48
doc_12726,60
doc_3155,66
doc_107,9
doc_11803,12
doc_16572,48
doc_3405,22
doc_7717,120
doc_14678,108
doc_23501,108
doc_10257,30
doc_6526,30
doc_17695,60
doc_6388,3
doc_16493,67
doc_16428,168
doc_2977,24
doc_1529,22
doc_22967,3
doc_966,12
doc_17599,24
doc_19858,28
doc_9855,36
doc_456,108
doc_15565,12
doc_7054,2
doc_17748,120
doc_23197,5
doc_10428,144
doc_9287,36
doc_12438,60
doc_19086,66
doc_10276,18
doc_20505,120
doc_21114,12
doc_17010,9
doc_18654,7
doc_11873,6
doc_11399,19
doc_16751,7
doc_18528,24
doc_19514,8
doc_3647,12
doc_13776,96
doc_20984,10
doc_174,48
doc_17156,10
doc_15197,7
doc_8528,12
doc_8512,1
doc_11784,36
doc_15737,102
doc_1527,12
doc_8592,14
doc_22533,36
doc_750,4
doc_612,24
doc_8053,34
doc_15806,10
doc_10625,72
doc_17241,8
doc_19655,216
doc_9807,48
doc_5176,48
doc_23512,12
doc_9388,108
doc_14626,7
doc_7837,66
doc_2031,36
doc_19917,30
doc_11894,72
doc_22894,30
doc_4053,14
doc_349,84
doc_21797,72
doc_9295,84
doc_18912,72
doc_21877,12
doc_16901,72
doc_3737,10
doc_16050,14
doc_15341,1
doc_16910,30
doc_1563,15
doc_18984,108
doc_5624,48
doc_21094,24
doc_17445,18
doc_19099,30
doc_2756,5
doc_3213,8
doc_7402,14
doc_21113,24
doc_15263,24
doc_22243,8
doc_11409,3
doc_4722,18
doc_8836,72
doc_22397,18
doc_5966,36
doc_8255,15
doc_17683,72
doc_19026,12
doc_18819,72
doc_4097,108
doc_6460,18
doc_19974,5
doc_1566,72
doc_21528,60
doc_7712,8
doc_15840,4
doc_9556,5
doc_18544,84
doc_17539,48
doc_16057,2
doc_22443,60
doc_22020,36
doc_23276,22
doc_18153,27
doc_7277,14
doc_22430,96
doc_10348,18
doc_21079,72
doc_10149,120
doc_19981,54
doc_20135,84
doc_9724,14
doc_12661,24
doc_20076,3
doc_9614,12
doc_7464,84
doc_21539,12
doc_4423,18
doc_18338,30
doc_2680,16
doc_17524,108
doc_19943,12
doc_19511,50
doc_11289,96
doc_19659,78
doc_1522,84
doc_10969,48
doc_12283,60
doc_5031,10
doc_5012,7
doc_16961,72
doc_3592,1
doc_12695,24
doc_3906,16
doc_2447,24
doc_7721,84
doc_16492,4
doc_12643,13
doc_14151,120
doc_13819,10
doc_9417,11
doc_7093,20
doc_16092,9
doc_2057,84
doc_23204,24
doc_2305,12
doc_13019,36
doc_4554,6
doc_20945,156
doc_16507,15
doc_15721,84
doc_8388,20
doc_18196,18
doc_23021,12
doc_20398,20
doc_5347,84
doc_642,18
doc_9092,12
doc_5362,24
doc_4428,30
doc_17563,48
doc_1897,216
doc_19235,32
doc_12327,8
doc_4430,24
doc_17494,96
doc_17831,10
doc_3775,144
doc_12970,16
doc_217,36
doc_14150,18
doc_5292,14
doc_4222,24
doc_18155,11
doc_21159,6
doc_1616,96
doc_10582,18
doc_3974,60
doc_5861,48
doc_11916,6
doc_10610,84
doc_9791,10
doc_22174,72
doc_17999,30
doc_1804,12
doc_21344,84
doc_22456,12
doc_14254,64
doc_1562,132
doc_15242,6
doc_19762,6
doc_12342,18
doc_12387,66
doc_9925,16
doc_14462,20
doc_8136,52
doc_773,10
doc_10290,7
doc_11926,6
doc_3598,3
doc_395,72
doc_23331,36
doc_3428,108
doc_4403,48
doc_4949,14
doc_5126,24
doc_15269,16
doc_20401,6
doc_20100,28
doc_17293,60
doc_14049,60
doc_21454,24
doc_5718,68
doc_2030,36
doc_18830,8
doc_23489,72
doc_2058,26
doc_13981,6
doc_23192,36
doc_18494,30
doc_7563,18
doc_23127,72
doc_16871,12
doc_23328,2
doc_23024,30
doc_19745,16
doc_495,24
doc_19452,192
doc_2817,3
doc_8939,72
doc_20551,87
doc_18493,54
doc_15528,8
doc_4099,8
doc_7502,12
doc_10936,14
doc_9647,102
doc_15555,36
doc_23363,12
doc_17412,7
doc_2289,30
doc_12028,72
doc_1409,96
doc_18090,48
doc_19253,48
doc_8154,78
doc_14594,18
doc_8205,18
doc_13580,24
doc_19011,48
doc_18874,48
doc_14989,84
doc_20199,60
doc_3679,60
doc_5682,6
doc_14955,10
doc_7963,84
doc_13785,48
doc_7855,66
doc_20038,7
doc_1400,24
doc_21825,15
doc_14162,12
doc_11572,12
doc_507,10
doc_18138,20
doc_19007,126
doc_12620,88888
doc_18178,48
doc_10044,4
doc_23289,84
doc_8109,48
doc_2474,60
doc_6350,8
doc_4593,12
doc_14397,48
doc_1923,22
doc_23521,12
doc_10050,24
doc_9667,18
doc_7162,2
doc_15992,24
doc_7898,144
doc_23291,24
doc_6261,84
doc_8143,54
doc_4590,20
doc_12388,84
doc_14812,3
doc_21558,18
doc_8967,8
doc_18371,18
doc_11218,24
doc_4131,15
doc_21033,12
doc_20088,24
doc_1218,54
doc_6828,78
doc_962,120
doc_20536,12
doc_9233,20
doc_2392,120
doc_280,22
doc_1955,18
doc_6322,24
doc_6056,84
doc_1741,66
doc_22984,132
doc_15014,78
doc_8650,30
doc_10846,120
doc_5963,22
doc_16829,10
doc_15574,144
doc_1346,78
doc_64,72
doc_16333,17
doc_12070,42
doc_3030,5
doc_10878,24
doc_10403,12
doc_21730,72
doc_3193,6
doc_23625,15
doc_11032,5
doc_1455,8
doc_14444,54
doc_9493,1
doc_2599,4
doc_18717,60
doc_8825,60
doc_1818,60
doc_11144,66
doc_8254,48
doc_18206,6
doc_8098,18
doc_3099,6
doc_16517,84
doc_3447,30
doc_21242,60
doc_9585,120
doc_18372,30
doc_6823,12
doc_634,72
doc_21610,72
doc_10116,132
doc_6962,96
doc_10981,60
doc_7081,96
doc_3133,30
doc_15398,24
doc_2941,24
doc_11079,30
doc_1033,4
doc_19760,2
doc_6805,108
doc_21433,12
doc_17284,48
doc_20641,96
doc_680,22
doc_21386,96
doc_4170,1
doc_12681,12
doc_8600,36
doc_13725,168
doc_16135,12
doc_21918,30
doc_4123,21
doc_9816,11
doc_9788,96
doc_14505,60
doc_9746,18
doc_8141,15
doc_171,24
doc_2883,18
doc_3206,24
doc_11338,6
doc_18160,6
doc_22106,1
doc_19471,8
doc_1034,8
doc_17637,12
doc_17538,22
doc_1386,8
doc_1296,16
doc_8876,8
doc_17621,5
doc_20556,84
doc_14536,12
doc_19143,4
doc_17656,22
doc_17419,1
doc_13696,5
doc_7361,20
doc_8872,60
doc_14453,6
doc_1498,18
doc_11343,24
doc_8993,36
doc_748,66
doc_19958,12
doc_5982,18
doc_17688,24
doc_2207,48
doc_3057,156
doc_14165,2
